step_or_iteration,tag,value
4630,train/ownership_loss,0.30542558431625366
4640,train/ownership_loss,0.3021097183227539
4650,train/ownership_loss,0.3115432560443878
4660,train/ownership_loss,0.30151528120040894
4670,train/ownership_loss,0.3074039816856384
4680,train/ownership_loss,0.31124576926231384
4690,train/ownership_loss,0.3017543852329254
4700,train/ownership_loss,0.29993143677711487
4710,train/ownership_loss,0.30432453751564026
4720,train/ownership_loss,0.30583348870277405
4730,train/ownership_loss,0.30400988459587097
4740,train/ownership_loss,0.30175909399986267
4750,train/ownership_loss,0.300674170255661
4760,train/ownership_loss,0.3052982687950134
4770,train/ownership_loss,0.30489325523376465
4780,train/ownership_loss,0.3105901777744293
4790,train/ownership_loss,0.3076859414577484
4800,train/ownership_loss,0.3067847490310669
4810,train/ownership_loss,0.3124389052391052
4820,train/ownership_loss,0.30512377619743347
4830,train/ownership_loss,0.3063909411430359
4840,train/ownership_loss,0.30791085958480835
4850,train/ownership_loss,0.3002888560295105
4860,train/ownership_loss,0.31049737334251404
4870,train/ownership_loss,0.3096754848957062
4880,train/ownership_loss,0.3004847764968872
4890,train/ownership_loss,0.3109130263328552
4900,train/ownership_loss,0.30783534049987793
4910,train/ownership_loss,0.3015907406806946
4920,train/ownership_loss,0.3024020493030548
4930,train/ownership_loss,0.3025808334350586
4940,train/ownership_loss,0.3005799353122711
4950,train/ownership_loss,0.29729777574539185
4960,train/ownership_loss,0.3139205873012543
4970,train/ownership_loss,0.30312690138816833
4980,train/ownership_loss,0.30694738030433655
4990,train/ownership_loss,0.305101603269577
5000,train/ownership_loss,0.3041331470012665
5010,train/ownership_loss,0.31166723370552063
5020,train/ownership_loss,0.3052595257759094
5030,train/ownership_loss,0.308008074760437
5040,train/ownership_loss,0.3025059103965759
5050,train/ownership_loss,0.3132489025592804
5060,train/ownership_loss,0.3075260818004608
5070,train/ownership_loss,0.30305108428001404
5080,train/ownership_loss,0.3044179677963257
5090,train/ownership_loss,0.3038926422595978
5100,train/ownership_loss,0.30619415640830994
5110,train/ownership_loss,0.2994040846824646
5120,train/ownership_loss,0.3049409091472626
5130,train/ownership_loss,0.3023439049720764
5140,train/ownership_loss,0.3021017909049988
5150,train/ownership_loss,0.2938826382160187
5160,train/ownership_loss,0.29740485548973083
5170,train/ownership_loss,0.30263230204582214
5180,train/ownership_loss,0.30610397458076477
5190,train/ownership_loss,0.30836358666419983
5200,train/ownership_loss,0.3012337386608124
5210,train/ownership_loss,0.3031734824180603
5220,train/ownership_loss,0.2986997663974762
5230,train/ownership_loss,0.30676400661468506
5240,train/ownership_loss,0.29870152473449707
5250,train/ownership_loss,0.30151188373565674
5260,train/ownership_loss,0.30534717440605164
5270,train/ownership_loss,0.3032201826572418
5280,train/ownership_loss,0.3075144290924072
5290,train/ownership_loss,0.30130261182785034
5300,train/ownership_loss,0.3025580048561096
5310,train/ownership_loss,0.29083895683288574
5320,train/ownership_loss,0.30448979139328003
5330,train/ownership_loss,0.2978409230709076
5340,train/ownership_loss,0.29463741183280945
5350,train/ownership_loss,0.3016120493412018
5360,train/ownership_loss,0.2996010184288025
5370,train/ownership_loss,0.2984163165092468
5380,train/ownership_loss,0.30168262124061584
5390,train/ownership_loss,0.3038736581802368
5400,train/ownership_loss,0.30915647745132446
5410,train/ownership_loss,0.29831236600875854
5420,train/ownership_loss,0.31179729104042053
5430,train/ownership_loss,0.30087903141975403
5440,train/ownership_loss,0.3124193847179413
5450,train/ownership_loss,0.300265908241272
5460,train/ownership_loss,0.3130667507648468
5470,train/ownership_loss,0.30015093088150024
5480,train/ownership_loss,0.3026960492134094
5490,train/ownership_loss,0.30616384744644165
5500,train/ownership_loss,0.3029330372810364
5510,train/ownership_loss,0.2987925708293915
5520,train/ownership_loss,0.3035754859447479
5530,train/ownership_loss,0.30799156427383423
5540,train/ownership_loss,0.3026655316352844
5550,train/ownership_loss,0.29928845167160034
5560,train/ownership_loss,0.3074895739555359
5570,train/ownership_loss,0.3076440393924713
5580,train/ownership_loss,0.3079529106616974
5590,train/ownership_loss,0.30306926369667053
5600,train/ownership_loss,0.30178210139274597
5610,train/ownership_loss,0.3076525926589966
5620,train/ownership_loss,0.30513995885849
5630,train/ownership_loss,0.3040057420730591
5640,train/ownership_loss,0.30201610922813416
5650,train/ownership_loss,0.30298712849617004
5660,train/ownership_loss,0.2994748651981354
5670,train/ownership_loss,0.3154948651790619
5680,train/ownership_loss,0.30327075719833374
5690,train/ownership_loss,0.3081965446472168
5700,train/ownership_loss,0.30661633610725403
5710,train/ownership_loss,0.3077770173549652
5720,train/ownership_loss,0.30393874645233154
5730,train/ownership_loss,0.30529162287712097
5740,train/ownership_loss,0.3035205602645874
5750,train/ownership_loss,0.2931070327758789
5760,train/ownership_loss,0.3008083701133728
5770,train/ownership_loss,0.29896607995033264
5780,train/ownership_loss,0.30682310461997986
5790,train/ownership_loss,0.30917641520500183
5800,train/ownership_loss,0.2974179685115814
5810,train/ownership_loss,0.29723191261291504
5820,train/ownership_loss,0.304338663816452
5830,train/ownership_loss,0.30705684423446655
5840,train/ownership_loss,0.30760863423347473
5850,train/ownership_loss,0.2944689095020294
5860,train/ownership_loss,0.3010520935058594
5870,train/ownership_loss,0.3104918599128723
5880,train/ownership_loss,0.2992352545261383
5890,train/ownership_loss,0.29751497507095337
5900,train/ownership_loss,0.29827573895454407
5910,train/ownership_loss,0.30034491419792175
5920,train/ownership_loss,0.30418726801872253
5930,train/ownership_loss,0.30483126640319824
5940,train/ownership_loss,0.30051466822624207
5950,train/ownership_loss,0.303149938583374
5960,train/ownership_loss,0.2963024973869324
5970,train/ownership_loss,0.30577003955841064
5980,train/ownership_loss,0.30401796102523804
5990,train/ownership_loss,0.3067212402820587
6000,train/ownership_loss,0.3032152056694031
6010,train/ownership_loss,0.2992038428783417
6020,train/ownership_loss,0.30936935544013977
6030,train/ownership_loss,0.30310121178627014
6040,train/ownership_loss,0.30880263447761536
6050,train/ownership_loss,0.30405017733573914
6060,train/ownership_loss,0.29772916436195374
6070,train/ownership_loss,0.3138975501060486
6080,train/ownership_loss,0.2986171841621399
6090,train/ownership_loss,0.3150583803653717
6100,train/ownership_loss,0.30376070737838745
6110,train/ownership_loss,0.30515041947364807
6120,train/ownership_loss,0.3063320517539978
6130,train/ownership_loss,0.2964578866958618
6140,train/ownership_loss,0.2984987795352936
6150,train/ownership_loss,0.30702775716781616
6160,train/ownership_loss,0.3046157956123352
6170,train/ownership_loss,0.30379173159599304
6180,train/ownership_loss,0.2968856692314148
6190,train/ownership_loss,0.3026689291000366
6200,train/ownership_loss,0.3055848181247711
6210,train/ownership_loss,0.3059711754322052
6220,train/ownership_loss,0.30235764384269714
6230,train/ownership_loss,0.2979656755924225
6240,train/ownership_loss,0.3004278540611267
6250,train/ownership_loss,0.30506083369255066
6260,train/ownership_loss,0.3024090528488159
6270,train/ownership_loss,0.30206289887428284
6280,train/ownership_loss,0.3058336675167084
6290,train/ownership_loss,0.30351635813713074
6300,train/ownership_loss,0.3047378957271576
6310,train/ownership_loss,0.3016560971736908
6320,train/ownership_loss,0.29897573590278625
6330,train/ownership_loss,0.30303695797920227
6340,train/ownership_loss,0.3065958023071289
6350,train/ownership_loss,0.310047447681427
6360,train/ownership_loss,0.3042658567428589
6370,train/ownership_loss,0.309888631105423
6380,train/ownership_loss,0.30048856139183044
6390,train/ownership_loss,0.3060964345932007
6400,train/ownership_loss,0.2992790937423706
6410,train/ownership_loss,0.3073529303073883
6420,train/ownership_loss,0.30852368474006653
6430,train/ownership_loss,0.3014121949672699
6440,train/ownership_loss,0.30289366841316223
6450,train/ownership_loss,0.30167022347450256
6460,train/ownership_loss,0.30455535650253296
6470,train/ownership_loss,0.2981700301170349
6480,train/ownership_loss,0.307341068983078
6490,train/ownership_loss,0.3061384856700897
6500,train/ownership_loss,0.30448439717292786
6510,train/ownership_loss,0.29926252365112305
6520,train/ownership_loss,0.3017743229866028
6530,train/ownership_loss,0.3023990988731384
6540,train/ownership_loss,0.3023831248283386
6550,train/ownership_loss,0.30305716395378113
6560,train/ownership_loss,0.3079089820384979
6570,train/ownership_loss,0.30170387029647827
6580,train/ownership_loss,0.30609408020973206
6590,train/ownership_loss,0.29402703046798706
6600,train/ownership_loss,0.2976990342140198
6610,train/ownership_loss,0.3074069619178772
6620,train/ownership_loss,0.30470412969589233
6630,train/ownership_loss,0.3083485960960388
6640,train/ownership_loss,0.30217069387435913
6650,train/ownership_loss,0.29969891905784607
6660,train/ownership_loss,0.30754223465919495
6670,train/ownership_loss,0.3044741749763489
6680,train/ownership_loss,0.30683571100234985
6690,train/ownership_loss,0.3108847439289093
6700,train/ownership_loss,0.3103000223636627
6710,train/ownership_loss,0.30714917182922363
6720,train/ownership_loss,0.30378952622413635
6730,train/ownership_loss,0.2994919717311859
6740,train/ownership_loss,0.3072379231452942
6750,train/ownership_loss,0.30261605978012085
6760,train/ownership_loss,0.30372855067253113
6770,train/ownership_loss,0.30801478028297424
6780,train/ownership_loss,0.3103792071342468
6790,train/ownership_loss,0.3106849491596222
6800,train/ownership_loss,0.2969238758087158
6810,train/ownership_loss,0.29944539070129395
6820,train/ownership_loss,0.2992490530014038
6830,train/ownership_loss,0.31120654940605164
6840,train/ownership_loss,0.30799001455307007
6850,train/ownership_loss,0.30534347891807556
6860,train/ownership_loss,0.3059874475002289
6870,train/ownership_loss,0.305401474237442
6880,train/ownership_loss,0.301282674074173
6890,train/ownership_loss,0.3106899559497833
6900,train/ownership_loss,0.3039722144603729
6910,train/ownership_loss,0.3049628436565399
6920,train/ownership_loss,0.2976606786251068
6930,train/ownership_loss,0.2931478023529053
6940,train/ownership_loss,0.29665982723236084
6950,train/ownership_loss,0.3063236176967621
6960,train/ownership_loss,0.30652421712875366
6970,train/ownership_loss,0.3027556538581848
6980,train/ownership_loss,0.30758920311927795
6990,train/ownership_loss,0.29688456654548645
7000,train/ownership_loss,0.30145183205604553
7010,train/ownership_loss,0.30551472306251526
7020,train/ownership_loss,0.3059464991092682
7030,train/ownership_loss,0.3089873790740967
7040,train/ownership_loss,0.29952654242515564
7050,train/ownership_loss,0.2978862226009369
7060,train/ownership_loss,0.3100314736366272
7070,train/ownership_loss,0.3013674318790436
7080,train/ownership_loss,0.30171793699264526
7090,train/ownership_loss,0.3026583790779114
7100,train/ownership_loss,0.3019900918006897
7110,train/ownership_loss,0.30000391602516174
7120,train/ownership_loss,0.30574101209640503
7130,train/ownership_loss,0.30064406991004944
7140,train/ownership_loss,0.2962966859340668
7150,train/ownership_loss,0.3066850006580353
7160,train/ownership_loss,0.3072587847709656
7170,train/ownership_loss,0.29415374994277954
7180,train/ownership_loss,0.3031778037548065
7190,train/ownership_loss,0.3054373562335968
7200,train/ownership_loss,0.31269943714141846
7210,train/ownership_loss,0.3150026798248291
7220,train/ownership_loss,0.2970433831214905
7230,train/ownership_loss,0.3040158748626709
7240,train/ownership_loss,0.30623355507850647
7250,train/ownership_loss,0.3026394546031952
7260,train/ownership_loss,0.3006552755832672
7270,train/ownership_loss,0.3019985258579254
7280,train/ownership_loss,0.3044210374355316
7290,train/ownership_loss,0.30045968294143677
7300,train/ownership_loss,0.29725122451782227
7310,train/ownership_loss,0.2926390767097473
7320,train/ownership_loss,0.3025241792201996
7330,train/ownership_loss,0.29967576265335083
7340,train/ownership_loss,0.29877302050590515
7350,train/ownership_loss,0.30511242151260376
7360,train/ownership_loss,0.3030334413051605
7370,train/ownership_loss,0.30074945092201233
7380,train/ownership_loss,0.31318801641464233
7390,train/ownership_loss,0.30511191487312317
7400,train/ownership_loss,0.2998657822608948
7410,train/ownership_loss,0.3086225688457489
7420,train/ownership_loss,0.3095588684082031
7430,train/ownership_loss,0.29911160469055176
7440,train/ownership_loss,0.3095031678676605
7450,train/ownership_loss,0.3104182481765747
7460,train/ownership_loss,0.3048081398010254
7470,train/ownership_loss,0.2992672026157379
7480,train/ownership_loss,0.30689311027526855
7490,train/ownership_loss,0.29875311255455017
7500,train/ownership_loss,0.3007120192050934
7510,train/ownership_loss,0.31267765164375305
7520,train/ownership_loss,0.3090183436870575
7530,train/ownership_loss,0.3055751621723175
7540,train/ownership_loss,0.2997715473175049
7550,train/ownership_loss,0.3041660785675049
7560,train/ownership_loss,0.3012450337409973
7570,train/ownership_loss,0.31293201446533203
7580,train/ownership_loss,0.2954619824886322
7590,train/ownership_loss,0.2999802231788635
7600,train/ownership_loss,0.30377572774887085
7610,train/ownership_loss,0.3132195770740509
7620,train/ownership_loss,0.30726662278175354
7630,train/ownership_loss,0.30417099595069885
7640,train/ownership_loss,0.30349254608154297
7650,train/ownership_loss,0.303010493516922
7660,train/ownership_loss,0.2966430187225342
7670,train/ownership_loss,0.3098072409629822
7680,train/ownership_loss,0.30318909883499146
7690,train/ownership_loss,0.30566704273223877
7700,train/ownership_loss,0.30538734793663025
7710,train/ownership_loss,0.30608221888542175
7720,train/ownership_loss,0.29812291264533997
7730,train/ownership_loss,0.3106612265110016
